"separator_c19a55","hiddenVisually_b18fe2","embedDescription__623de","embedFieldValue__623de","embedFieldValue__623de 2","embedFieldValue__623de 3","embedFieldValue__623de 4","embedFieldValue__623de 5","embedFieldValue__623de 6","embedFieldValue__623de 7","embedFieldValue__623de 8","embedFieldValue__623de 9","timestamp__75297","hiddenVisually_b18fe2 2","loadingOverlay_af017a src","latin24CompactTimeStamp_c19a55","separator_c19a55 2"
"[","Friday, October 10, 2025 at 11:17 AM","Call Sweep","AVGO","380","11/21/2025","Call","Above","500","$429.8K","1,478","5,122","31 minutes ago","Friday, October 10, 2025 at 11:02 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:17 AM","]"
"[","Friday, October 10, 2025 at 11:18 AM","Call Sweep","BMNR","56","10/24/2025","Call","Ask","1,000","$460K","1,048","2,710","31 minutes ago","Friday, October 10, 2025 at 11:02 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:18 AM","]"
"[","Friday, October 10, 2025 at 11:18 AM","Call Sweep","NVDA","205","12/19/2025","Call","Ask","802","$806K","1,212","31,919","31 minutes ago","Friday, October 10, 2025 at 11:03 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:18 AM","]"
"[","Friday, October 10, 2025 at 11:19 AM","Call Sweep","ORCL","305","10/17/2025","Call","Ask","450","$504K","2,907","2,256","29 minutes ago","Friday, October 10, 2025 at 11:04 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:19 AM","]"
"[","Friday, October 10, 2025 at 11:19 AM","Unusual Put Sweep","GLD","366","11/14/2025","Put","Ask","594","$463.3K","668","66","29 minutes ago","Friday, October 10, 2025 at 11:04 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:19 AM","]"
"[","Friday, October 10, 2025 at 11:19 AM","Unusual Put Sweep","GLD","367","11/14/2025","Put","Ask","727","$599.8K","730","112","29 minutes ago","Friday, October 10, 2025 at 11:04 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:19 AM","]"
"—","Friday, October 10, 2025 at 11:21 AM","Call Sweep","JD","40","01/16/2026","Call","Above","3,602","$540.2K","26,772","424,312","27 minutes ago","Friday, October 10, 2025 at 11:06 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 11:21 AM","Call Sweep","CRCL","150","12/19/2025","Call","Ask","295","$610.7K","918","1,767","27 minutes ago","Friday, October 10, 2025 at 11:06 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:21 AM","]"
"[","Friday, October 10, 2025 at 11:21 AM","Call Sweep","ORCL","305","10/17/2025","Call","Ask","450","$562.5K","3,365","2,256","27 minutes ago","Friday, October 10, 2025 at 11:06 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:21 AM","]"
"[","Friday, October 10, 2025 at 11:22 AM","Call Sweep","AMZN","300","12/17/2027","Call","Ask","188","$470K","236","4,193","27 minutes ago","Friday, October 10, 2025 at 11:07 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:22 AM","]"
"[","Friday, October 10, 2025 at 11:25 AM","Put Sweep","JD","37","03/20/2026","Put","Ask","898","$583.7K","998","2,199","23 minutes ago","Friday, October 10, 2025 at 11:09 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:25 AM","]"
"[","Friday, October 10, 2025 at 11:25 AM","Unusual Call Sweep","NVDA","185","11/14/2025","Call","Ask","500","$707.5K","4,192","1,078","23 minutes ago","Friday, October 10, 2025 at 11:10 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:25 AM","]"
"[","Friday, October 10, 2025 at 11:25 AM","Call Sweep","TLT","86","01/16/2026","Call","Ask","1,000","$535K","2,072","7,735","23 minutes ago","Friday, October 10, 2025 at 11:10 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:25 AM","]"
"[","Friday, October 10, 2025 at 11:27 AM","Call Sweep","NVDA","195","10/17/2025","Call","Ask","1,500","$457.5K","52,391","93,331","21 minutes ago","Friday, October 10, 2025 at 11:12 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:27 AM","]"
"—","Friday, October 10, 2025 at 11:31 AM","Put Sweep","TQQQ","107","10/10/2025","Put","Ask","6,015","$1.2M","9,621","8,793","17 minutes ago","Friday, October 10, 2025 at 11:16 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 11:32 AM","Put Sweep","IREN","60","10/17/2025","Put","Ask","1,999","$419.8K","44,291","41,470","17 minutes ago","Friday, October 10, 2025 at 11:17 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:32 AM","]"
"[","Friday, October 10, 2025 at 11:22 AM","Put Sweep","LULU","165","03/20/2026","Put","Ask","246","$457.6K","258","489","27 minutes ago","Friday, October 10, 2025 at 11:07 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:22 AM","]"
"[","Friday, October 10, 2025 at 11:22 AM","Put Sweep","PDD","120","01/16/2026","Put","Ask","779","$401.2K","831","24,596","27 minutes ago","Friday, October 10, 2025 at 11:07 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:22 AM","]"
"[","Friday, October 10, 2025 at 11:26 AM","Call Sweep","PEP","140","01/15/2027","Call","Ask","1,094","$2.2M","1,120","1,814","23 minutes ago","Friday, October 10, 2025 at 11:11 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:26 AM","]"
"[","Friday, October 10, 2025 at 11:32 AM","Unusual Put Sweep","SLV","45.5","10/17/2025","Put","Ask","6,065","$843K","6,660","769","17 minutes ago","Friday, October 10, 2025 at 11:17 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:32 AM","]"
"[","Friday, October 10, 2025 at 11:14 AM","Call Sweep","MP","70","10/10/2025","Call","Ask","637","$401.3K","729","1,523","36 minutes ago","Friday, October 10, 2025 at 10:59 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:14 AM","]"
"[","Friday, October 10, 2025 at 11:14 AM","Call Sweep","NVDA","185","02/20/2026","Call","Ask","313","$809.1K","456","8,449","36 minutes ago","Friday, October 10, 2025 at 10:59 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:14 AM","]"
"[","Friday, October 10, 2025 at 11:25 AM","Put Sweep","JD","37","03/20/2026","Put","Ask","898","$583.7K","998","2,199","25 minutes ago","Friday, October 10, 2025 at 11:09 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:25 AM","]"
"—","Friday, October 10, 2025 at 11:04 AM","Call Sweep","NVDA","225","06/18/2026","Call","Ask","686","$1.3M","715","3,609","45 minutes ago","Friday, October 10, 2025 at 10:49 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 11:06 AM","Call Sweep","IBIT","69","11/21/2025","Call","Ask","2,000","$860K","2,189","7,026","44 minutes ago","Friday, October 10, 2025 at 10:51 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:06 AM","]"
"[","Friday, October 10, 2025 at 11:15 AM","Call Sweep","TSLA","460","11/21/2025","Call","Ask","352","$887K","541","10,346","36 minutes ago","Friday, October 10, 2025 at 10:59 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:15 AM","]"
"[","Friday, October 10, 2025 at 11:25 AM","Unusual Call Sweep","NVDA","185","11/14/2025","Call","Ask","500","$707.5K","4,192","1,078","25 minutes ago","Friday, October 10, 2025 at 11:10 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:25 AM","]"
"—","Friday, October 10, 2025 at 11:31 AM","Put Sweep","TQQQ","107","10/10/2025","Put","Ask","6,015","$1.2M","9,621","8,793","19 minutes ago","Friday, October 10, 2025 at 11:16 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 11:27 AM","Call Sweep","NVDA","195","10/17/2025","Call","Ask","1,500","$457.5K","52,391","93,331","23 minutes ago","Friday, October 10, 2025 at 11:12 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:27 AM","]"
"[","Friday, October 10, 2025 at 11:07 AM","Call Sweep","ORCL","290","10/17/2025","Call","Ask","300","$675K","4,929","4,183","43 minutes ago","Friday, October 10, 2025 at 10:52 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:07 AM","]"
"[","Friday, October 10, 2025 at 11:17 AM","Unusual Call Sweep","GLD","369","10/31/2025","Call","Ask","1,586","$1.1M","1,613","449","33 minutes ago","Friday, October 10, 2025 at 11:02 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:17 AM","]"
"[","Friday, October 10, 2025 at 11:19 AM","Call Sweep","ORCL","305","10/17/2025","Call","Ask","450","$504K","2,907","2,256","31 minutes ago","Friday, October 10, 2025 at 11:04 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:19 AM","]"
"[","Friday, October 10, 2025 at 10:57 AM","Unusual Put Sweep","OKLO","160","10/31/2025","Put","Ask","320","$660.8K","362","1","53 minutes ago","Friday, October 10, 2025 at 10:42 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:57 AM","]"
"[","Friday, October 10, 2025 at 10:57 AM","Put Sweep","OKLO","160","10/31/2025","Put","Ask","650","$1.3M","1,012","1","53 minutes ago","Friday, October 10, 2025 at 10:42 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:57 AM","]"
"[","Friday, October 10, 2025 at 11:15 AM","Call Sweep","PLTR","187.5","10/17/2025","Call","Ask","1,801","$612.3K","5,172","22,902","35 minutes ago","Friday, October 10, 2025 at 11:00 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:15 AM","]"
"—","Friday, October 10, 2025 at 11:21 AM","Call Sweep","JD","40","01/16/2026","Call","Above","3,602","$540.2K","26,772","424,312","29 minutes ago","Friday, October 10, 2025 at 11:06 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 11:21 AM","Call Sweep","CRCL","150","12/19/2025","Call","Ask","295","$610.7K","918","1,767","29 minutes ago","Friday, October 10, 2025 at 11:06 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:21 AM","]"
"[","Friday, October 10, 2025 at 10:51 AM","Put Sweep","AMD","230","10/17/2025","Put","Above","600","$498.1K","4,881","3,768","59 minutes ago","Friday, October 10, 2025 at 10:36 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:51 AM","]"
"[","Friday, October 10, 2025 at 11:25 AM","Call Sweep","TLT","86","01/16/2026","Call","Ask","1,000","$535K","2,072","7,735","25 minutes ago","Friday, October 10, 2025 at 11:10 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:25 AM","]"
"[","Friday, October 10, 2025 at 10:51 AM","Unusual Put Sweep","IREN","75","10/17/2025","Put","Ask","1,089","$1M","3,192","92","59 minutes ago","Friday, October 10, 2025 at 10:36 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:51 AM","]"
"—","Friday, October 10, 2025 at 11:13 AM","Call Sweep","AMD","240","01/16/2026","Call","Ask","600","$1.2M","2,717","6,179","37 minutes ago","Friday, October 10, 2025 at 10:58 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 11:17 AM","Call Sweep","AVGO","380","11/21/2025","Call","Above","500","$429.8K","1,478","5,122","33 minutes ago","Friday, October 10, 2025 at 11:02 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:17 AM","]"
"[","Friday, October 10, 2025 at 11:19 AM","Unusual Put Sweep","GLD","366","11/14/2025","Put","Ask","594","$463.3K","668","66","31 minutes ago","Friday, October 10, 2025 at 11:04 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:19 AM","]"
"[","Friday, October 10, 2025 at 11:19 AM","Unusual Put Sweep","GLD","367","11/14/2025","Put","Ask","727","$599.8K","730","112","31 minutes ago","Friday, October 10, 2025 at 11:04 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:19 AM","]"
"[","Friday, October 10, 2025 at 10:49 AM","Call Sweep","NVTS","5","01/15/2027","Call","Ask","1,006","$543.2K","1,218","8,504","an hour ago","Friday, October 10, 2025 at 10:34 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:49 AM","]"
"[","Friday, October 10, 2025 at 11:15 AM","Call Sweep","AMD","230","01/16/2026","Call","Ask","250","$598.8K","1,249","12,542","35 minutes ago","Friday, October 10, 2025 at 11:00 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:15 AM","]"
"[","Friday, October 10, 2025 at 10:51 AM","Unusual Call Sweep","OKLO","220","11/21/2025","Call","Above","500","$542.4K","673","158","59 minutes ago","Friday, October 10, 2025 at 10:36 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:51 AM","]"
"[","Friday, October 10, 2025 at 11:21 AM","Call Sweep","ORCL","305","10/17/2025","Call","Ask","450","$562.5K","3,365","2,256","29 minutes ago","Friday, October 10, 2025 at 11:06 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:21 AM","]"
"—","Friday, October 10, 2025 at 10:55 AM","Unusual Call Sweep","CAT","640","05/15/2026","Call","Ask","400","$594K","402","99","55 minutes ago","Friday, October 10, 2025 at 10:40 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
